Fascia di sollevamento depositata su griglia liquido lavavetri,Lifting range deposited on washer fluid grid
Fasce bilancino appoggiate su SAG a rischio urto,Swaddling Sling support on SAG at risk impact
Sotto i SAG c'è della carta a terra,Under the SAG there is on Earth
L'operatore non rintraccia immediatamente le OPL Safety,The operator does not track immediately the OPL Safety
L'operatore non rintraccia immediatamente le OPL Safety,The operator does not track immediately the OPL Safety
Abbandono carrello fuori da spazi adibiti,Abandoned cart outside spaces used
Chiavi carrello lasciate a bordo,Keys cart left on board
L'ordine della postazione risulta migliorabile (seggiolino fuori posizione),The order of emplacement is improvable (child seat out of position)
L'operatore non individua prontamente la scheda DPI di postazione,The operator does not identify promptly the PPE position tab
Durante l'uso della bandiera con bilancino per avvitatore non indossa il berretto antiurto,During the use of the flag with rocking for not wearing the beret shockproof
Rischio interferenze tra operatore e carrellista quando consegna pneumatici,Risk of interference between operator and truck driver when tire delivery
Il banchetto di lavoro risulta essere un po' in disordine,The banquet of work turns out to be a bit messy
L'operatore non rintraccia immediatamente la scheda DPI e le OPL di stazione,The operator does not track and OPL Board immediately DPI of station
Tubo aria compressa lasciato a terra quando non in uso con rischio di inciampo,Compressed air hose left on the ground when not in use with risk of tripping
Due flaconi di Loctite depositati su telaio,Two vials of Loctite deposited on trays
Gabbia di protezione macchina scaldacuscinetti lasciata aperta mentre in uso,Scaldacuscinetti machine protection cage left open while in use
Mancato presidio da parte di  personale Astra durante la fase di scarico gasolio da autocisterna per il riempimento  del serbatoio interrato di gasolio (rep montaggio civile),Non-presidio by Astra during draining oil tanker for filling underground tank of diesel (rep civil Assembly)
Doll system in disordine,
Banco di lavoro leggermente in disordine,Slightly cluttered Workbench
Gancio in posizione tale che potrebbe interferire,Hook so that it might interfere
presenza di un carretto su passaggio pedonale (parziale ostruzione del passaggio),presence of a cart on pedestrian crossing (partial obstruction of the passage)
Aggancio del carico effettuato in modo non corretto,Load hook performed incorrectly
Presenza di materiale su percorso pedonale,Presence of material on walk route
Non avviata la formazione di aggiornamento circa la MMC,Not initiated the formation of update about MMC
Non ancora avviata la formazione di richiamo/aggiornamento sulla conduzione di macchinari,Not yet started training recall/update on the conduction of machinery
Presenza di materiale in corrispondenza del percorso pedonale,Presence of material at the pedestrian path
Tubazione aria compressa lasciata a terra (condizione di inciampo),Compressed air piping left ashore (stumbling)
Giacca appesa su SAG anziché su appositi appendiabiti di reparto/area,Jacket hanging on SAG rather than on appropriate Department/coat rack area
migliorare la sensibilizzazione sull’uso dei DPI anche per alcune attività occasionali (es. area saldatura realizzazione carrellini) ,raising awareness on the use of PPE for some occasional activity (i.e. welding area carrying trolleys) 
migliorare la sensibilizzazione sull’uso dei DPI anche per alcune attività occasionali (es. area saldatura realizzazione carrellini) ,raising awareness on the use of PPE for some occasional activity (i.e. welding area carrying trolleys) 
Moduli di ispezione autonoma non smpre compilati,Autonomous inspection modules not smpre compiled
Operatore utilizza avvitatore senza indossare occhiali protettivi,Operator uses screwdriver without wearing safety goggles
Tubazione fusto grasso lasciata a terra,Pipe stem fat left on the ground
Tubazioni aria compressa lasciate a terra (rischio inciampo),Compressed air piping left ashore (risk stumbling)
Tubazioni fusto grasso lasciata a terra (rischio inciampo),Fat stem pipes left ashore (risk stumbling)
L'operatore non recupera immediatamente la scheda DPI,The operator does not recover immediately the card DPI
Carrello porta staffe lasciato sul percorso pedonale,Carriage door brackets left on the footpath
Tubazione aria compressa lasciata a terra (condizione di inciampo),Compressed air piping left ashore (stumbling)
Giacca appesa su SAG anziché su appositi appendiabiti di reparto/area,Jacket hanging on SAG rather than on appropriate Department/coat rack area
l'operatore non ripone i DPI (berretto antiurto) nell'apposito alloggiamento,the operator places the DPI (Cap buffer) into the card slot
Tubazione dell'aria lasciata a terra (rischio inciampo),Air piping left ashore (risk stumbling)
Ordine e pulizia in postazione  risultano migliorabili,Order and cleanliness in the workplace are improvable
Flaconi di Loctite lasciati sui gradini della scala macchina,Loctite bottles left on the steps of the stair car
Cartoni sigillante Betamate 7120 lasciati sul ballatoio scala (rischio inciampo),Cartoons on its Betamate ™ sealer 7120 left on balcony ladder (risk stumbling)
Cassetta di plastica raccolta cartoncini una volta usati per distendere sigillante crea condizioni di inciampo (ricollocare),Plastic case collection cardstock once used to unbend sealer creates conditions for stumbling (replace)
L'operatore non recupera immediatamente la scheda DPI,The operator does not recover immediately the card DPI
Attività 5S risulta migliorabile,5S activities is improved
L'operatore non recupera immediatamente la scheda DPI,The operator does not recover immediately the card DPI
Nuovi carrelli sostegno ADT in linea devono essere veificati,New support for ADT in line should be veificati
Banco di lavoro in disordine,Messy work bench
Attività 5S risulta migliorabile,5S activities is improved
La tubazione dell'aria compressa si trova a terra con il rischio di inciampo da parte degli operatori,The compressed air line on the ground with the risk of stumbling by operators
La tubazione dell'aria compressa si trova a terra con il rischio di inciampo da parte degli operatori,The compressed air line on the ground with the risk of stumbling by operators
Giacca operatore appesa su SAG e non su appendiabiti dell'area,Operator jacket hanging on SAG and not on the local coat rack
Operatore mangia uno snack in postazione anziché in area break,Operator eats a snack station rather than break area
Durante il montaggio del paraurti ant. Con predelino di salita è necessaria la corretta collaborazione tra i 2 operatori,When assembling the front bumper. With predelino of climb is necessary proper cooperation between the 2 operators
Carrello materiale depositato parzialmente su strisce pedonali,Basket material deposited partly on crosswalk
Carrello Kit tubi idraulici posizionato fuori da spazi delimitati a bordo linea,Hydraulic hose kits cart placed outside on board line-separated spaces
Bilancino cabina con fascia a rischio di urto da parte degli operatori,Balance cabin with shock at risk range from operators
Cassone depositato parzialmente su strisce pedonali,Carey settled partly on crosswalk
Piattina depositata in linea durante operazioni di montaggio a rischio inciampo,Flat filed in line during assembly operations at risk stumbling
Giacca appesa su doll system anziché su appositi appendiabiti,Jacket hanging on doll system rather than on appropriate hangers
Giacca appesa su portascopa/paletta anziché su appositi appendiabiti,Jacket hanging on broom/dustpan rather than on appropriate hangers
Ordine e pulizia in postazione migliorabili,Order and cleanliness in station improvement
Catena carroponte lasciata ad altezza operatore con rischio urto,Chain bridge crane operator with high impact risk left
Dollsystem operatore disordinata ,Disorderly Dollsystem operator 
Tubazione aria compressa lasciata a terra (condizione di inciampo),Compressed air piping left ashore (stumbling)
Durante la fase di rimozione gancio telaio si rischia lo schiacciamento / caduta dello stesso ,During the unwind phase frame hanger you risk crushing/fall with the same 
Riportare all’interno del verbale relativo al riesame della direzione (3/10/2013) gli estremi del verbale ex.art 35 D.Lgs 81/08 menzionato.,Bring back inside of the minutes concerning the management review (10/3/2013) the details of the Decree 81/08 35 minutes ex.art mentioned.
Prevedere firma di presenza per tutti i partecipanti al riesame della direzione ,Provide signature of presence for all participants in the management review 
Prevedere firma di presenza per tutti i partecipanti al riesame della direzione ,Provide signature of presence for all participants in the management review 
"All’interno del reparto è presente uno scaffale, in fase in installazione, che allo stato attuale non deve essere utilizzato ","Within the Department there is a shelf, being in installation, which at present should not be used"
"Non si riscontra evidenza formale della formazione di aggiornamento effettuata, circa le modalità dei comportamenti da adottare durante la fase di avanzamento delle linea cabine meccanizzata","There is no formal evidence of the formation of modification made, about the manner of behaviour to be adopted during the progress of mechanized line cabins"
"Per taluni operatori, manca formalizzazione della formazione erogata circa i rischi connessi all’attività svolta e relativi misure di prevenzione / protezione","For certain operators, lacking formalization of training provided about the risks connected with the activity and related preventive measures/protection"
"Per taluni operatori, manca formalizzazione della formazione erogata circa i rischi specifici del posto di lavoro (macchine, impianti, attrezzature, ecc.)","For certain operators, lacking formalization of training provided about specific workplace hazards (machinery, equipment, lines, etc.)"
Logistica consegna materiale in leggero ritardo con perdita di tempo ,Logistics delivery material in slight delay with waste of time 
"In alcuni casi, non sempre viene compilato da tutti gli operatori il Mod. 371 relativo alla “distribuzione DPI”","In some cases, not always compiled from all operators on Mod. 371 on the distribution "DPI" "
Veicolo parcheggiato davanti uscita di sicurezza mensa su strisce pedonali,Vehicle parked in front of an emergency exit cafeteria on crosswalk
"Sarebbe opportuno avviare la formazione di aggiornamento con l’impego, tra l’altro,  delle OPL applicabili, circa il corretto e costante utilizzo delle attrezzature quali: sgabelli, lettini sottomacchina, scale, pedane, ecc.","It would be advisable to start training with the commitment, inter alia, of the OPL applicable, about the proper and consistent use of equipment such as stools, loungers sottomacchina, stairs, platforms, etc."
"Sarebbe opportuno avviare la formazione di aggiornamento con l’impego, tra l’altro,  delle OPL applicabili, circa il corretto e costante utilizzo di avvitatori, smerigliatrici, trapani, utensili, ecc","It would be advisable to start training with the commitment, inter alia, of the OPL applicable, about the proper and consistent use of screwdrivers, grinders, drills, tools, etc."
Non risulta avviata la formazione di aggiornamento sulla Movimentazione Manuale dei Carichi ,Is not started training on manual handling of loads 
Durante il fissaggio del supoprto radiatore esiste il rischio di schiacciamento,During the fixing of the radiator support, there is a risk of crushing
Rischio di urtare il capo quando si entra all'interno del telaio per il montaggio delle staffe tubi compressore,Risk of bumping the head when you enter inside the frame for fitting pipe brackets compressor
Rischio di venire a contatto con prodotti chimici durante ingrassaggio raccordi impianto sterzo,Risk of coming into contact with chemicals while greasing the steering system fittings
Rischio di venire a contatto con prodotti chimici durante svuotamento olio idroguida,Risk of coming into contact with chemicals during power steering oil depletion
Presenza di materiale di produzione sul percorso pedonale che ostruisce parzialmente il passaggio ai pedoni,Presence of production material on the pedestrian path that partially blocks the passage to pedestrians
"Per taluni operatori, non si riscontra la formalizzazione dell’avvenuta formazione di aggiornamento circa l’uso di apparecchi di sollevamento e attrezzatture sottogancio","For certain operators, it appears that the formalization of upgrade training about the use of hoists and lifting equipment"
"Per taluni operatori, non si riscontra la formalizzazione dell’avvenuta formazione di aggiornamento circa la Movimentazione Manuale dei Carichi.","For certain operators, it appears that the formalisation of training about manual handling update."
Presenza di materiale posizionato lato del percorso pedonale che impedisce il comodo passaggio ,Presence of material placed side of the walkway which prevents the easy passage 
"Sarebbe opportuno avviare la formazione di aggiornamento con l’impego, tra l’altro,  delle OPL applicabili, circa il corretto e costante utilizzo di avvitatori, smerigliatrici, trapani, utensili, ecc","It would be advisable to start training with the commitment, inter alia, of the OPL applicable, about the proper and consistent use of screwdrivers, grinders, drills, tools, etc."
Una doll system è gestita in maniera disordinata,A doll system is managed in a disorderly fashion
Brocca utilizzata per rabbocchi con etichetta poco leggibile,Jug used for topping up with a little label readable
"Sarebbe opportuno avviare la formazione di aggiornamento con l’impego, tra l’altro,  delle OPL applicabili, circa il corretto e costante utilizzo delle attrezzature quali: sgabelli, lettini sottomacchina, scale, pedane, ecc.","It would be advisable to start training with the commitment, inter alia, of the OPL applicable, about the proper and consistent use of equipment such as stools, loungers sottomacchina, stairs, platforms, etc."
"Sarebbe opportuno avviare la formazione di aggiornamento con l’impego, tra l’altro,  delle OPL applicabili, circa il corretto e costante utilizzo di avvitatori, smerigliatrici, trapani, utensili, ecc","It would be advisable to start training with the commitment, inter alia, of the OPL applicable, about the proper and consistent use of screwdrivers, grinders, drills, tools, etc."
"Un apparecchio di sollevamento, dopo l’uso, non è stato posizionato correttamente, per cui l’attrezzo sottogancio può interferire con l’operatore","A lifting appliance after use, has not been positioned correctly, so the tool under the hook can interfere with the operator"
Un operatore non utilizza lo sgabello quando sarebbe previsto  ,An operator does not use the stool when would be expected  
"Postazione: C31 - Postazione 31, reparo Montaggio Civili; UTILIZZO DEI DPI; ooooo","Location: C31-31 Point, Civil Assembly; reparo USE OF PPE; OOOOO "
Bottiglietta d'acqua depositata su banco di lavoro,Bottle of water deposited on the Workbench
Presenza di radio stereo in reparto con cavo elettrico usurato,Stereo radio Department with cord worn
Bottiglietta d'acqua depositata su doll system,Bottle of water deposited on doll system
Il lavoratore non indossa i guanti per gli agenti chimici quando usa la Loctite,The employee does not wear gloves to chemicals when using Loctite
Ordine carrelli attrezzi da migliorare,Order to improve gear carts
Tubo dell'aria compressa lasciato a terra e non avvolto quando non in uso a rischi inciampo,Compressed air hose left on the ground and not wrapped up when not in use to risks stumbling
Presenza di radio stereo in reparto con cavo elettrico usurato,Stereo radio Department with cord worn
Migliorabile la conoscenza delle condizioni di impiego dei diversi tipi di guanti,Improved knowledge of the conditions of employment of different types of gloves
Migliorabile ordine carrello utensili,Improved tool Cart order
Ordine e pulizia risultano migliorabili,Order and cleanliness are improvable
Il banco di lavoro risulta in disordine,The Workbench is messed up
Bicchiere del caffè gettato nel contenitore delle barre da montare in linea,Cup of coffee thrown into the container of the bars to be mounted in line
Scheda DPI non prontamente individuata dal lavoratore nella sua postazione,DPI does not readily identified by card worker in your station
Il banchetto di lavoro risulta essere in leggero stato di disordine,The banquet of work turns out to be a slight State of disorder
Banchi di lavoro disordinati,Disordered workbenches
La gabbia di copertura/protezione del fornetto scaldacuscinetti è stata lasciata aperta,The cage cover/protection of the oven scaldacuscinetti was left open
Nel sottogruppo premontaggio ponti ordine e pulizia risultano migliorabili,In the subgroup pre-Assembly bridges order and cleanliness are improvable
Il percorso pedonale in prossimità del sottogruppo premontaggio ponti risulta ostruito da un balancer per avvitatore,The footpath near the subgroup pre-Assembly bridges is obstructed by a balancer for impact wrench
Canna dell'aria lasciata a terra con rischio di inciampo,Air barrel left ashore with risk of tripping
Cavo avvitatore coppia controllata ponti intralcia il passaggio,Controlled torque wrench cable bridges hinders the passage
Tubi aria non arrotolati con rischio di inciampo,Air hoses not in coils with risk of tripping
Residuo di fascette di plastica e grasso per terra con rischio di scivolamento,Plastic cable ties and fat residue on the ground with risk of slipping
Materiale depositato sopra telaio con rischio di caduta su operatori che lavorano sotto di esso,Deposited material over the frame with risk of falling out of operators working under it
Contenitore olio fuori posto,Misplaced oil container
Carrellista non rispetta l'ordine in area gomme,Forklift driver does not honor the ordering in tires
Bagni di reparto bisognosi di manutenzione a causa del cattivo utilizzo da parte del personale di reparto,Departmental bathrooms in need of maintenance because of bad use by Department staff
La tubazione dell'aria compressa si trova a terra con il rischio di inciampo da parte degli operatori,The compressed air line on the ground with the risk of stumbling by operators
L'operatore non è in grado di reperire le OPL di Sicurezza della sua postazione in modo immediato,The operator is not able to find the safety of his seat immediately OPL
Migliorare la propositività dell'addetto alle tematiche Safety,Improve awareness of the attendant Safety issues
Ordine e pulizia risultano migliorabili,Order and cleanliness are improvable
L'operatore non è in grado di reperire le OPL di Sicurezza della sua postazione in modo immediato,The operator is not able to find the safety of his seat immediately OPL
Sul banco da lavoro è presente un casco da motociclista,On the Workbench is a motorcycle helmet
Migliorabile la pulizia dei carrelli di sostegno ponti,Improved cleaning of shopping carts support bridges
L'operatore non ricorda con precisione quando deve indossare gli occhiali di sicurezza,The operator does not remember exactly when should you wear your safety glasses
Tubo dell'aria compressa lasciato a terra e non avvolto quando non in uso,Compressed air hose left on the ground and not wrapped up when not in use
"il caricabatterie presente nel min, essendo un impianto classificato Atex (atmosfere esplosive), deve essere assolutamente sgombero di materiali infiammabili, oltre al fatto che nell’arco di 50 cm non è possibile avere sorgenti di innesco (tra cui dispositivi elettrici ed elettronici).","the Chargers present in min, being a plant classified Atex (explosive atmospheres), it must be absolutely clear of combustible materials in addition to the fact that over 50 cm you can't get ignition sources (including electrical and electronic devices)."
Carrello elevatore abbandonato sul percorso pedonale,Forklift truck abandoned on the pedestrian path
Armadio vernici lasciato aperto,Paint Cabinet left open
Box L4 non chiuso durante le attività di saldatura,Box L4 not closed during welding
Rischio di schiacciamento e taglio durante il serraggio delle calzatoie sotto tubi alettati,Risk of crushing and shearing when tightening the wheel chocks under finned tubes
Rischio di schiacciamento e taglio durante il serraggio delle calzatoie sotto tubi alettati,Risk of crushing and shearing when tightening the wheel chocks under finned tubes
Bagni di reparto bisognosi di manutenzione a causa del cattivo utilizzo da parte del personale di reparto,Departmental bathrooms in need of maintenance because of bad use by Department staff
Mancato utilizzo del seggiolino con rischi ergonomici,Failure to use the seat with ergonomic risks
Mancato rispetto dei limiti di velocità da parte del carrellista,Non-observance of speed limits by the forklift driver
Mancato utilizzo DPI (berretto) di protezione del capo,Failure to use PPE (Cap) head protection
Banco di lavoro in disordine,Messy work bench
Mancato utilizzo di occhiali e berretto prottettivi,No use of spectacles and glasses Cap
Mancato utilizzo del berretto prottettivo,Failure to use the protective cap
Scarsa pulizia nella postazione,Poor cleanliness in the swim
Mancato utilizzo di occhiali e berretto prottettivi,No use of spectacles and glasses Cap
Mancato utilizzo del berretto prottettivo,Failure to use the protective cap
Banco di lavoro in disordine,Messy work bench
Scarsa pulizia nella postazione,Poor cleanliness in the swim
Mancato utilizzo del berretto prottettivo,Failure to use the protective cap
Comportamento pericoloso tenuto da operatori essendo di intralcio alle operazioni di lavoro  ,Dangerous behavior kept by operators as a hindrance to business operations  
Tubi in gomma con parti metalliche appoggiati sopra motore con rischio di caduta su opertaori sottostanti,Rubber hoses with metal parts on engine with risk of falling on tour below
L'operatore non indossa i guanti protettivi,The operator is not wearing protective gloves
Tubazione aria compressa lasciata a terra (condizione di inciampo),Compressed air piping left ashore (stumbling)
Migliorabile l'operazione intesa a posizionare il telaio in prima stazione,Improved the operation aimed at positioning the frame in the first station
L'operatore utilizza l'avvitatore senza indossare gli occhiali di sicurezza,The operator uses the screwdriver without wearing safety goggles
